artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
Trio Aguilillas,0.9896666666666664,0.6306666666666666,192684.33333333328,0.5379999999999999,0.8293333333333335,0.21966666666666665,-14.395,0.0514,117.81933333333336,0.875,7.0,4,0,6,['ethnomusicology']
Trio Costeño,0.846,0.5883333333333334,168416.33333333337,0.494,0.013596333333333334,0.28400000000000003,-7.431999999999999,0.10336666666666668,113.33066666666666,0.9653333333333336,0.0,4,1,6,[]
Trio De Ouro,0.982,0.8340000000000001,183297.0,0.596,0.149,0.127,-11.177999999999999,0.0771,116.75399999999999,0.613,3.0,4,0,2,['velha guarda']
Trio Kitara,0.987,0.5045,190960.0,0.5105,0.09061,0.1802,-12.5185,0.0702,96.7565,0.7729999999999999,0.0,7,1,4,[]
Trio Lescano,0.9829444444444444,0.6993888888888891,189414.0555555556,0.2506055555555555,0.2616448850000001,0.19742777777777776,-12.895833333333336,0.15885000000000005,129.12138888888887,0.7378333333333332,6.888888888888888,10,1,36,"['swing italiano', 'vintage italian pop']"
Trio Lissabet,0.884,0.507,238000.0,0.516,4.77e-06,0.121,-18.977999999999998,0.0346,95.485,0.9670000000000001,6.0,11,0,2,['trio cubano']
Trio Los Condes,0.6393333333333334,0.713,160333.33333333337,0.4311666666666667,0.000254225,0.20468333333333333,-10.100333333333333,0.04488333333333333,117.89883333333336,0.7641666666666665,25.16666666666667,4,1,12,['bolero']
Trio Madrigal,0.9885,0.255,172347.0,0.3155,0.006370000000000001,0.2695,-13.9885,0.03985,119.30800000000002,0.225,0.0,3,1,4,[]
Trio Maravilla,0.7216666666666667,0.7393333333333333,175231.0,0.745,1.3133333333333334e-06,0.07793333333333333,-4.730333333333333,0.13876666666666668,127.433,0.9296666666666664,2.0,5,0,6,[]
Trio Mocoto,0.626,0.484,247120.0,0.81,0.000283,0.11,-4.579,0.0377,144.454,0.42200000000000004,36.0,7,0,2,"['afrofuturismo brasileiro', 'brazilian soul', 'samba', 'samba-rock']"
Trio Nocturnal,0.6990000000000001,0.727,163944.0,0.495,3.8299999999999996e-05,0.11900000000000001,-6.715,0.0332,122.319,0.912,0.0,2,1,2,[]
Trio Surdina,0.91475,0.59175,139271.75,0.19832500000000008,0.2794,0.15467499999999998,-16.9555,0.058425,130.66875,0.6355000000000001,0.25,0,1,8,['baiao']
Trio Vampari,0.9940000000000001,0.34600000000000003,203600.0,0.439,2.0300000000000002e-05,0.132,-12.337,0.0388,114.846,0.662,0.0,2,1,4,[]
Trip Lee,0.15148,0.7432000000000001,255826.6,0.7866000000000002,0.0,0.111,-5.8032,0.22638000000000005,129.082,0.6842,49.8,1,1,5,"['christian hip hop', 'christian trap', 'dfw rap']"
Triple Seis,0.07046666666666666,0.775,295057.66666666674,0.7623333333333333,0.0,0.5453333333333333,-5.131333333333333,0.409,125.484,0.5536666666666666,38.333333333333336,2,1,3,[]
Trippie Redd,0.2467730178571429,0.7052053571428571,175943.94642857142,0.6053214285714282,0.0068671942857142865,0.15992053571428572,-6.8880624999999975,0.09424553571428568,120.60302678571426,0.4067482142857141,67.5625,8,0,112,"['melodic rap', 'rap', 'trap']"
Tripping Daisy,0.006194999999999999,0.41100000000000003,266487.0,0.885,1.18e-05,0.1085,-8.503,0.0677,159.1995,0.516,43.0,7,1,4,['alternative rock']
TrippyThaKid,0.212,0.853,147907.0,0.701,0.0,0.142,-5.9079999999999995,0.34,155.069,0.643,67.0,8,1,2,['dark trap']
Trippz Michaud,0.39399999999999996,0.741,264375.0,0.785,0.0,0.109,-4.165,0.122,128.04,0.318,56.0,5,0,2,[]
Tripuramba,0.8533333333333332,0.5446666666666666,193040.0,0.2916666666666667,0.0045826666666666654,0.10126666666666667,-13.449000000000002,0.06906666666666668,102.522,0.7473333333333333,0.0,5,0,3,[]
Trisha Yearwood,0.5638368421052631,0.6430526315789473,215810.57894736843,0.5107368421052632,0.00014343526315789478,0.12884736842105265,-8.790684210526313,0.029263157894736845,115.75036842105264,0.5100526315789476,44.26315789473684,0,1,38,"['contemporary country', 'country', 'country dawn', 'country road']"
Tristam,0.055333333333333325,0.5856666666666667,266285.83333333326,0.8288333333333333,1.2983333333333333e-05,0.1143,-5.875833333333333,0.26671666666666666,117.07833333333336,0.3383333333333334,57.33333333333334,7,1,6,"['brostep', 'catstep', 'chillstep', 'edm', 'electro house', 'gaming edm']"
Tristan Powell,0.814375,0.457,139858.25,0.37175,0.0013189725,0.17611249999999998,-12.942625,0.071075,125.68675,0.64625,19.0,7,1,16,[]
Tristan Tzara,0.7809999999999999,0.506,118480.0,0.0971,0.0,0.128,-17.741,0.205,198.06,0.214,0.0,4,0,2,"['early avant garde', 'screamo', 'skramz']"
Triste Janero,0.762,0.6679999999999999,175933.0,0.511,0.0,0.161,-10.915999999999999,0.0319,130.42,0.479,34.0,9,1,2,['sunshine pop']
Tristeza Melancolía,0.0693,0.728,223105.0,0.762,0.0,0.149,-4.177,0.0315,108.007,0.64,36.0,4,0,2,[]
Tristian Fitzmaurice,0.99,0.593,118875.0,0.00864,0.958,0.14,-25.273000000000003,0.0559,132.77200000000002,0.674,66.0,0,1,2,[]
Tritonal,0.0371,0.5660000000000001,214372.5,0.7555,0.0,0.14800000000000002,-5.2825000000000015,0.03905,126.5475,0.3795,56.5,1,1,2,"['big room', 'edm', 'electro house', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']"
Triumph,0.15919663999999994,0.37533333333333335,288651.9333333333,0.7297999999999998,0.10024744366666666,0.16121666666666665,-7.3278333333333325,0.051459999999999985,125.34866666666665,0.43716666666666665,29.9,9,1,60,"['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'metal', 'rock', 'soft rock']"
Trivium,0.0007943916666666662,0.43816666666666665,321916.75,0.9564166666666666,0.004856948333333332,0.199875,-3.6899166666666674,0.095025,137.31874999999997,0.4084999999999999,52.5,11,0,24,"['alternative metal', 'groove metal', 'melodic metalcore', 'melodic thrash', 'metal', 'metalcore', 'nu metal']"
Trixter,0.0218,0.5803333333333333,289000.0,0.6146666666666666,0.06971680000000001,0.14980000000000002,-12.407666666666666,0.03746666666666667,120.61733333333336,0.4746666666666666,39.66666666666666,6,1,6,"['glam metal', 'hard rock', 'sleaze rock']"
Trizz,0.341,0.628,271778.0,0.588,0.0,0.406,-9.506,0.29100000000000004,83.13,0.491,54.0,11,0,1,"['deep underground hip hop', 'underground hip hop']"
Trocadero,0.00282,0.584,144333.0,0.5770000000000001,0.64,0.121,-7.5070000000000014,0.0353,104.77799999999999,0.126,43.0,9,0,2,[]
Trombone Shorty,0.106,0.758,200000.0,0.816,0.892,0.391,-3.965,0.0569,99.984,0.77,44.0,7,1,2,"['funk', 'jazz trombone', 'modern funk', 'new orleans funk']"
Troop,0.22751538461538465,0.6224615384615385,299858.3846153846,0.5504615384615386,0.004536153846153847,0.19380769230769232,-12.045230769230773,0.061676923076923074,97.81715384615387,0.4781538461538463,37.30769230769232,6,0,13,"['boy band', 'funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
Troop 41,0.252,0.66,263880.0,0.925,0.0,0.87,-2.094,0.317,81.041,0.5760000000000001,48.0,7,1,2,"['nc hip hop', 'pop rap']"
Trooper,0.17025,0.628,224886.75,0.6847499999999999,7.701250000000001e-05,0.132325,-11.71025,0.1255,126.85975,0.7425,43.75,6,1,8,"['album rock', 'classic canadian rock', 'romanian rock']"
Tropical Del Bravo,0.02621,0.6679999999999999,174942.0,0.6733999999999999,1.214e-05,0.14636,-8.0,0.05328000000000002,134.17719999999997,0.9458,42.2,0,1,10,"['grupera', 'gruperas inmortales']"
Tropical Panamá,0.3640769230769232,0.6823846153846154,180392.84615384613,0.6772307692307694,0.034158017692307696,0.18776923076923074,-7.680615384615384,0.0657076923076923,139.53953846153843,0.8957692307692308,36.92307692307692,0,1,26,"['cumbia lagunera', 'grupera', 'gruperas inmortales', 'norteno']"
Tropicalísimo Apache,0.2890466666666667,0.7534666666666667,266148.53333333327,0.5771999999999999,0.008531905333333334,0.16932000000000005,-10.0872,0.06141333333333333,130.7078666666667,0.9206,39.333333333333336,0,1,30,"['cumbia', 'cumbia lagunera']"
Trouble,0.044706666666666665,0.6916666666666668,243702.33333333328,0.6576666666666667,0.0,0.2686666666666667,-5.8420000000000005,0.14366666666666664,106.35833333333332,0.3696666666666665,58.0,6,0,6,"['atl hip hop', 'atl trap', 'rap', 'southern hip hop', 'trap']"
Trouble Andrew,0.13,0.655,223787.0,0.715,0.0848,0.0817,-5.85,0.0281,91.995,0.489,38.0,4,1,2,[]
Trouble Maker,0.0826,0.838,219638.0,0.805,3.77e-06,0.0778,-2.7230000000000003,0.0541,115.02600000000001,0.9520000000000001,57.0,10,0,2,['k-pop']
Troy,0.21980999999999998,0.6867999999999999,183301.3,0.7049000000000001,0.001906,0.10182999999999999,-6.851799999999999,0.06774999999999999,115.3643,0.4351,59.6,5,0,10,"['australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']"
Troy Ave,0.0185,0.6559999999999999,246857.0,0.39299999999999996,0.000604,0.0903,-9.19,0.41600000000000004,93.978,0.535,64.0,9,0,1,['trap']
Troy Cartwright,0.0457,0.6509999999999999,201147.0,0.929,0.0,0.209,-3.964,0.0563,115.021,0.507,71.0,10,1,2,['country pop']
Troy Shondell,0.775,0.40700000000000003,155040.0,0.366,0.0,0.579,-12.874,0.0265,81.898,0.43,14.0,2,1,2,['deep adult standards']
TroyBoi,0.043304,0.7532,237642.4,0.6334,0.018244000000000003,0.21925999999999998,-5.3855999999999975,0.08617999999999999,124.6092,0.5042,62.2,9,1,5,"['bass trap', 'edm', 'electro house', 'electronic trap']"
Troye Sivan,0.14583989743589734,0.5636666666666669,207725.4871794872,0.6216666666666668,0.0003473835897435898,0.17857435897435886,-7.941025641025639,0.09867692307692312,102.30597435897437,0.4166307692307691,59.641025641025635,11,1,39,"['australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']"
Tru,0.0432,0.805,201067.0,0.8270000000000001,0.000136,0.0348,-3.7560000000000002,0.059000000000000004,101.007,0.84,50.0,0,1,2,"['corridos tumbados', 'regional mexican pop']"
Truckfighters,0.00229,0.198,449947.0,0.7559999999999999,0.715,0.16,-7.04,0.0518,121.92399999999999,0.24600000000000002,50.0,1,1,2,"['instrumental stoner rock', 'orebro indie', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock', 'swedish stoner rock']"
Trude Roesler,0.9567142857142856,0.3237142857142857,253513.2857142857,0.2417857142857143,0.07039023,0.4832142857142858,-15.262642857142856,0.06280714285714285,98.28871428571428,0.14840000000000006,0.0,4,1,14,[]
Trudy Stevens,0.8,0.3345,181733.5,0.2575,1.0985000000000002e-05,0.327,-12.2475,0.03155,106.4905,0.298,17.5,7,1,4,[]
True Damage,0.0834,0.642,191720.0,0.6829999999999999,0.0,0.155,-5.386,0.262,154.881,0.584,72.0,1,1,1,['k-rap']
True Faith,0.86,0.792,210000.0,0.105,0.00156,0.102,-21.011999999999997,0.043,102.087,0.561,51.0,9,1,2,"['classic opm', 'opm', 'pinoy rock', 'pop rock']"
True Image,0.0542,0.858,222840.0,0.609,9.04e-05,0.315,-10.695,0.113,107.978,0.478,43.0,1,1,2,[]
Truman Capote,0.823,0.6890000000000001,111827.0,0.188,0.0,0.124,-19.039,0.951,82.979,0.36200000000000004,1.0,11,0,2,[]
Trussel,0.27,0.856,476360.0,0.655,0.000103,0.6459999999999999,-15.478,0.19699999999999998,112.35,0.8140000000000001,29.0,6,1,2,['deep disco']
Truth Hurts,0.245,0.929,356000.0,0.7340000000000001,0.0,0.10800000000000001,-2.889,0.289,99.00200000000001,0.7509999999999999,47.0,11,0,2,"['hip pop', 'r&b', 'urban contemporary']"
Tryhardninja,0.027206666666666667,0.6309999999999999,250795.66666666663,0.6896666666666667,0.007194666666666666,0.20496666666666666,-7.948666666666668,0.043833333333333335,127.37999999999998,0.4103333333333334,56.0,11,1,6,"['antiviral pop', 'minecraft', 'otacore']"
Tryo,0.762,0.826,226533.0,0.442,0.0,0.107,-10.370999999999999,0.0485,103.949,0.873,47.0,2,1,2,"['french reggae', 'french rock']"
Trío Los Chamas,0.8138124999999998,0.6717500000000002,201557.5625,0.6137499999999999,4.7279375e-05,0.38224375,-10.183062499999998,0.11675625000000002,128.3868125,0.7518750000000002,0.0625,4,1,32,[]
Trío Re Fa Si,0.947,0.4766666666666667,169299.66666666663,0.5983333333333333,0.23366666666666666,0.5653333333333334,-7.708666666666666,0.035366666666666664,135.56466666666668,0.8303333333333333,0.0,8,1,3,[]
Tsai Chin,0.7782857142857144,0.38757142857142857,261962.0,0.21631428571428574,0.0017601457142857144,0.2168,-14.015428571428574,0.038071428571428576,121.95485714285715,0.2274285714285715,37.285714285714285,7,1,7,"['c-pop', 'chinese audiophile', 'classic mandopop', 'taiwan campus folk', 'vintage chinese pop']"
Tsidii Le Loka,0.7966666666666667,0.35166666666666674,263337.66666666674,0.3443333333333333,0.0012193333333333331,0.25433333333333336,-11.572,0.053499999999999985,92.96633333333334,0.369,41.333333333333336,6,0,3,[]
Tsunami Bomb,0.0018800000000000002,0.499,184320.0,0.887,0.381,0.231,-5.7379999999999995,0.048,139.332,0.369,40.0,10,0,2,"['punk', 'ska punk', 'skate punk']"
Tsuyu,0.624,0.862,254000.0,0.654,0.007409999999999998,0.369,-6.8610000000000015,0.0514,119.993,0.8590000000000001,50.0,9,1,2,[]
Tubeway Army,0.10414,0.5516666666666666,237920.0,0.6413333333333333,0.05879666666666665,0.2803333333333333,-11.650666666666664,0.051833333333333335,121.45100000000002,0.4113333333333333,36.0,7,1,6,"['dance rock', 'early synthpop', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synthpop', 'zolo']"
Tuck & Patti,0.9223333333333332,0.5369999999999999,315093.33333333326,0.1118,0.00013081,0.11533333333333333,-16.930666666666667,0.05393333333333333,94.63533333333334,0.295,34.0,0,1,6,['vocal jazz']
Tucka,0.275,0.845,325253.0,0.73,0.0,0.135,-5.3770000000000024,0.0356,107.01100000000001,0.8640000000000001,40.0,0,1,2,['southern soul blues']
Tucker Smith,0.65025,0.49075,263283.25,0.50775,6.725e-06,0.278925,-10.5795,0.35925,103.3,0.4415,18.25,10,1,4,[]
Tuff Crew,0.182,0.9440000000000001,271333.0,0.805,0.0,0.46799999999999997,-9.578,0.327,113.993,0.833,35.0,6,0,2,"['electro', 'old school hip hop', 'philly rap']"
Tujack,0.0009789999999999998,0.789,257419.0,0.639,0.387,0.228,-7.853,0.292,124.04700000000001,0.677,0.0,11,0,2,[]
Tujamo,0.009404,0.6728,216682.6,0.9256,0.5924,0.2352,-3.8228,0.18522,127.0964,0.4846,65.0,5,0,5,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'tropical house']"
Tukua Tauhere Teuria,0.99,0.78,31760.0,0.341,0.0,0.10099999999999999,-14.855,0.325,140.715,0.7090000000000001,0.0,2,0,2,[]
Tullio Serafin,0.9684912280701756,0.29854502923976595,242262.6081871345,0.17052514619883047,0.12726917450292394,0.21646432748537994,-16.199730994152038,0.05958771929824563,97.50188888888884,0.1601064327485381,4.964912280701754,2,1,171,"['opera', 'orchestral performance']"
Tullycraft,0.43,0.4970000000000001,183440.0,0.5479999999999999,0.14800000000000002,0.11900000000000001,-12.384,0.0669,137.224,0.6,44.0,0,1,2,"['c86', 'e6fi', 'seattle indie', 'tape club', 'twee pop']"
Tulshiram Buva Dixit,0.5885,0.3725,213439.75,0.5105,0.0,0.26875,-10.12975,0.04245,93.663,0.5075000000000001,0.0,1,1,4,[]
Tune-Yards,0.3237666666666667,0.737,268800.0,0.6109999999999999,0.009008866666666669,0.34400000000000003,-6.754333333333332,0.0564,107.53200000000001,0.4903333333333333,47.0,5,1,6,"['art pop', 'freak folk', 'indie pop', 'indie rock', 'one-person band']"
Tuned Tone,0.713,0.635,254000.0,0.222,0.0,0.0815,-17.935,0.0296,130.515,0.401,39.0,9,0,2,"['classic israeli pop', 'israeli rock']"
Tungevaag,0.2,0.56,199619.0,0.836,1.06e-06,0.314,-4.022,0.0821,127.64299999999999,0.38,54.0,5,0,1,"['dance pop', 'deep pop edm', 'edm', 'nordic house', 'norwegian pop', 'tropical house']"
Turaiyur M. Rajagopala Sarma,0.9685,0.4715,197500.0,0.2825,0.205,0.268,-17.2415,0.08515,89.4145,0.5875,1.0,11,1,4,[]
Turbo,0.541,0.787,217728.0,0.518,0.0,0.132,-8.084,0.268,91.344,0.327,67.0,6,0,1,['trap']
Turbonegro,0.037000000000000005,0.275,158427.0,0.98,5.17e-06,0.0943,-0.866,0.11,185.024,0.455,55.0,9,1,2,"['glam punk', 'norwegian punk rock', 'norwegian rock', 'punk', ""punk 'n' roll""]"
Turisas,8.08e-05,0.262,233520.0,0.9279999999999999,4.760000000000001e-05,0.195,-2.795,0.0894,161.925,0.5329999999999999,59.0,9,1,2,"['finnish metal', 'folk metal', 'melodic metal', 'metal', 'power metal', 'progressive metal', 'slavic folk metal', 'viking metal']"
Turk,0.00884,0.6670000000000001,335866.66666666674,0.8073333333333332,5.22e-06,0.6499333333333334,-6.722,0.07173333333333333,119.04833333333332,0.38466666666666666,36.333333333333336,1,1,3,"['bass trap', 'electronic trap', 'traprun', 'turkish trap']"
Turnover,0.19344,0.5352,237582.6,0.7205999999999999,0.073062,0.11934000000000004,-7.776599999999997,0.02998,144.4278,0.3916,53.8,5,1,10,"['alternative emo', 'anthem emo', 'emo', 'indie rock']"
Turnpike Troubadours,0.10309738095238097,0.5320476190476191,248817.0,0.7083333333333334,0.0006535628571428572,0.2142714285714286,-5.89652380952381,0.03257619047619046,133.3869523809524,0.6555238095238094,51.47619047619048,7,1,42,['red dirt']
Turtle Island String Quartet,0.917,0.528,200760.0,0.304,0.445,0.285,-14.862,0.0388,136.134,0.66,30.0,2,1,2,"['jazz quartet', 'jazz violin']"
Tushar Dutta,0.6675,0.4565000000000001,218453.5,0.3405,0.0,0.16050000000000006,-12.0305,0.0408,109.163,0.4235,0.0,3,0,4,"['hindustani vocal', 'indian classical', 'mantra']"
Tusharkana Pal,0.9670000000000001,0.42,202253.0,0.307,0.000686,0.42,-11.454,0.0445,75.633,0.341,0.0,4,0,2,[]
Tuti Umpierre,0.9447142857142858,0.5750000000000001,138523.64285714287,0.08055714285714285,0.0002875892857142857,0.14452857142857148,-13.308428571428573,0.04772857142857143,98.76435714285714,0.3071428571428571,5.857142857142858,2,0,28,[]
Tutti Camarata Orchestra,0.9570000000000001,0.203,207093.0,0.297,0.767,0.099,-10.799000000000001,0.03,99.36,0.0893,11.0,6,0,2,[]
Tuva Meyer,0.976,0.16899999999999998,178250.0,0.0735,0.9690000000000001,0.10300000000000001,-26.105999999999998,0.0441,127.959,0.0434,62.0,9,1,2,[]
Tuxedomoon,0.652,0.649,210040.0,0.175,0.0012,0.139,-16.364,0.0404,104.113,0.401,27.0,0,1,2,"['art rock', 'experimental', 'experimental rock', 'industrial', 'neue deutsche welle', 'no wave', 'post-punk', 'zolo']"
Twang and Round,0.0995,0.66,204027.0,0.456,0.0,0.129,-12.812000000000001,0.033,80.415,0.21600000000000005,53.0,1,1,2,"['country rap', 'redneck']"
Tweet,0.5592857142857143,0.6134285714285715,230459.1428571429,0.5162857142857142,0.01249654285714286,0.08594285714285718,-7.940571428571429,0.1678285714285714,109.48785714285714,0.5395714285714286,45.85714285714285,5,0,7,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Twelve'len,0.19399999999999998,0.551,210960.0,0.725,0.0,0.0956,-7.619,0.18899999999999997,99.919,0.6920000000000001,64.0,1,0,1,[]
Twennynine,0.054000000000000006,0.797,217453.0,0.6559999999999999,0.00205,0.131,-8.619,0.0587,119.456,0.9620000000000001,29.0,2,1,1,[]
Twenty 4 Seven,0.000395,0.6609999999999999,244067.0,0.87,0.00315,0.332,-10.825999999999999,0.0365,131.013,0.973,51.0,11,1,2,"['bubblegum dance', 'eurodance', 'europop', 'hip house']"
Twenty II,0.195,0.731,270400.0,0.897,0.0,0.391,-2.845,0.113,103.001,0.8320000000000001,46.0,1,1,1,[]
Twenty One Pilots,0.1790912280701754,0.6454035087719301,239889.35087719298,0.6183877192982458,0.010101962982456143,0.15676140350877188,-6.8647719298245615,0.0620561403508772,119.15231578947369,0.4655263157894741,66.45614035087719,7,1,114,"['modern rock', 'rock']"
Twice As Much,0.525,0.359,210160.0,0.41600000000000004,0.00049,0.12,-11.692,0.0303,91.64399999999999,0.696,26.0,10,1,1,['british invasion']
Twice As Nice,0.0802,0.645,181880.0,0.541,0.0,0.325,-6.312,0.0385,95.061,0.41100000000000003,63.0,10,0,1,[]
Twiddle,0.39433333333333337,0.4483333333333334,331567.66666666674,0.7829999999999999,0.0009087333333333334,0.142,-6.464333333333332,0.04676666666666667,129.399,0.4669999999999999,53.66666666666666,6,1,6,"['funk rock', 'jam band']"
Twila Paris,0.49786,0.3846,268820.2,0.3826,3.4108e-05,0.19474,-13.006800000000002,0.033639999999999996,116.8638,0.3628000000000001,35.0,7,1,10,"['christian music', 'christian relaxative', 'classic praise', 'deep christian rock', 'rosary', 'worship']"
Twilight 22,0.004577,0.8075,249826.5,0.6030000000000001,0.152,0.08815,-12.264000000000001,0.06295,128.749,0.6599999999999999,30.0,6,1,4,"['electro', 'old school hip hop']"
Twin Forks,0.00447,0.546,170963.0,0.8420000000000001,0.0,0.0755,-5.59,0.0657,128.97299999999998,0.34,54.0,2,1,2,"['folk-pop', 'indiecoustica', 'stomp and holler']"
Twin Peaks,0.000267,0.495,132669.0,0.782,0.736,0.54,-4.694,0.0315,116.11399999999999,0.451,49.0,9,1,2,"['chicago indie', 'indie garage rock', 'indie rock', 'modern power pop']"
Twin Shadow,0.0746,0.603,211877.0,0.7889999999999999,0.00019375,0.2251,-4.517,0.07189999999999999,147.994,0.6595,55.5,11,1,2,"['alternative dance', 'art pop', 'chillwave', 'electropop', 'indie pop', 'indietronica', 'metropopolis', 'new rave', 'shimmer pop']"
Twinkle,0.213,0.603,191493.0,0.506,0.0,0.0553,-9.531,0.0391,124.95299999999999,0.735,34.0,9,1,2,['sleep']
Twinz,0.04065,0.6885,220167.0,0.4845,3.18e-05,0.34700000000000003,-8.7705,0.27,93.397,0.629,40.5,11,0,4,[]
Twista,0.17195000000000002,0.7225324675324676,259346.93506493515,0.7380259740259743,4.936363636363637e-07,0.24018311688311705,-6.8047272727272725,0.2017597402597403,132.2778571428571,0.5515428571428573,47.32467532467533,1,0,77,"['chicago rap', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'trap', 'urban contemporary']"
Twista & The Speedknot Mobstaz,0.06350000000000001,0.7476666666666666,315906.66666666674,0.6683333333333333,4.433333333333333e-06,0.38066666666666665,-7.2186666666666675,0.12553333333333333,128.7516666666667,0.4143333333333333,35.666666666666664,11,0,6,['chicago rap']
Twisted Insane,0.0561,0.775,259560.0,0.6679999999999999,0.0,0.639,-9.61,0.154,120.02799999999999,0.3,53.0,1,1,2,"['deep underground hip hop', 'horrorcore', 'san diego rap']"
Twisted Sister,0.010143654166666663,0.4485416666666665,240550.75,0.7591249999999997,0.0014767824999999998,0.2555416666666668,-9.953750000000003,0.06419583333333331,126.33433333333328,0.527875,40.41666666666666,2,1,48,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
Twiztid,0.15025,0.6279999999999999,241300.25,0.8629999999999999,2.725e-07,0.3435,-4.86775,0.18100000000000002,128.92275,0.295675,44.25,4,1,8,"['horrorcore', 'rap rock']"
Two Another,0.135,0.795,218926.0,0.5489999999999999,0.000109,0.115,-7.791,0.08800000000000001,108.012,0.5820000000000001,62.0,2,1,2,"['alternative r&b', 'indie soul', 'vapor soul']"
Two Door Cinema Club,0.02028384,0.5526666666666668,209353.8,0.8000000000000003,0.02680373866666667,0.16647333333333336,-5.1972000000000005,0.08557333333333332,138.52880000000002,0.5765333333333333,53.46666666666667,2,1,30,"['alternative dance', 'indie pop', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie', 'rock']"
Two Feet,0.4844000000000001,0.6884,161717.4,0.3692,0.28223600000000004,0.14882,-8.366000000000001,0.14192000000000002,117.9014,0.2432000000000001,70.8,6,1,10,"['indie poptimism', 'modern rock']"
Two Steps from Hell,0.11761315789473685,0.3882631578947369,195623.9473684211,0.7616315789473684,0.8625263157894736,0.13897894736842106,-8.174473684210527,0.051773684210526326,115.25942105263157,0.29027368421052635,56.526315789473685,0,0,19,"['epicore', 'soundtrack', 'video game music']"
Two Tons Of Fun,0.258,0.684,278307.0,0.838,1.02e-06,0.44,-8.405,0.0708,103.47399999999999,0.81,35.0,1,1,2,[]
Two aboriginal Songmen with didjeridu,0.325,0.657,161787.0,0.16699999999999998,0.265,0.115,-18.441,0.0685,110.542,0.631,1.0,2,1,2,[]
"Two drums, pan-pipes, male and female voices",0.773,0.5579999999999999,105453.0,0.47100000000000003,0.904,0.313,-21.37,0.0403,141.423,0.792,0.0,4,0,2,[]
Two male singers with iya drum and atchere,0.9940000000000001,0.5660000000000001,189200.0,0.47,0.902,0.161,-16.924,0.48200000000000004,164.97799999999995,0.95,0.0,2,1,2,[]
Two's Company Ensemble,0.8855000000000001,0.5784999999999999,187093.5,0.2825,0.0,0.2865,-9.451,0.17545,95.70000000000002,0.455,0.0,5,1,4,[]
Ty Burhoe,0.9470000000000001,0.175,453840.0,0.0536,0.00251,0.0919,-17.3,0.0392,168.46900000000005,0.10099999999999999,51.0,11,1,1,"['healing', 'kirtan', 'meditation', 'new tribe', 'shamanic']"
Ty Dolla $ign,0.14497111111111105,0.6896049382716051,222611.77777777766,0.5923333333333336,0.00035971481481481487,0.2045654320987655,-6.659888888888887,0.12268888888888893,120.1848765432098,0.4793999999999998,65.9753086419753,1,1,81,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
Ty Herndon,0.25256,0.6024,223712.2,0.6409999999999999,0.0,0.1674,-7.2426,0.028080000000000004,126.49520000000004,0.5186,40.4,7,1,10,"['country', 'country road']"
Ty Nitty,0.17,0.526,209093.0,0.893,0.0,0.18600000000000005,-6.1110000000000015,0.418,174.555,0.44,42.0,10,0,1,['queens hip hop']
Ty Segall,0.0005009999999999999,0.2305,153546.5,0.7030000000000001,0.002615675,0.05875,-2.6950000000000003,0.05855,140.87050000000005,0.2555,48.0,11,1,4,"['alternative rock', 'australian garage punk', 'bay area indie', 'blues rock', 'freak folk', 'garage pop', 'garage psych', 'garage rock', 'indie garage rock', 'indie rock', 'neo-psychedelic', 'noise pop', 'nu gaze', 'punk blues']"
Ty Wagner,0.6940000000000001,0.508,143013.0,0.907,0.00165,0.0764,-5.162000000000001,0.0555,103.197,0.735,26.0,10,1,2,['protopunk']
Tycho,0.17271111111111112,0.5801111111111111,319410.7777777777,0.7267777777777777,0.9276666666666666,0.12735555555555556,-8.168333333333331,0.04408888888888888,130.32288888888888,0.35200000000000004,50.22222222222222,8,1,18,"['chillwave', 'downtempo', 'indietronica', 'intelligent dance music']"
Tye Tribbett,0.042339999999999996,0.5115999999999999,339394.8,0.8066000000000001,5.86e-07,0.3372400000000001,-5.0695999999999986,0.16935999999999998,138.72600000000003,0.5130000000000001,43.8,11,0,10,"['gospel', 'praise']"
Tyga,0.0951005747126437,0.8086896551724141,203173.98850574714,0.6349195402298848,0.00011904850574712646,0.15054482758620685,-6.01228735632184,0.16674367816091962,115.7937011494253,0.4760689655172413,64.60919540229885,1,1,87,"['pop rap', 'rap', 'trap']"
